Term: 防控,Freq: 173,TF: 0.012943288942091876,IDF: 0.6842467475153123,TF × IDF: 0.008856403360777273
Term: 主席,Freq: 3,TF: 0.0002244500972617088,IDF: 1.8303747831935504,TF × IDF: 0.0004108277981131716
Term: 深入开展,Freq: 3,TF: 0.0002244500972617088,IDF: 1.8303747831935504,TF × IDF: 0.0004108277981131716
Term: 厚生,Freq: 3,TF: 0.0002244500972617088,IDF: 1.8303747831935504,TF × IDF: 0.0004108277981131716
Term: 劳动,Freq: 3,TF: 0.0002244500972617088,IDF: 1.8303747831935504,TF × IDF: 0.0004108277981131716
Term: 一名,Freq: 3,TF: 0.0002244500972617088,IDF: 1.8303747831935504,TF × IDF: 0.0004108277981131716
Term: 中小学,Freq: 3,TF: 0.0002244500972617088,IDF: 1.8303747831935504,TF × IDF: 0.0004108277981131716
Term: 猪瘟,Freq: 3,TF: 0.0002244500972617088,IDF: 1.8303747831935504,TF × IDF: 0.0004108277981131716
Term: 主持,Freq: 4,TF: 0.0002992667963489451,IDF: 1.3074960379132128,TF × IDF: 0.00039129015050522604
Term: 市长,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 呼吁,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 危重症,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 关切,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 漏报,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 谎报,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 全省各地,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 定点医院,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 无论是,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 长江日报,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 武汉市委,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 组团,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 携带,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 长途汽车站,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 安装,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 手持,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 300,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 余台,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 三站,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 班次,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 改变,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 从业人员,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 染疫,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 航空器,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 结束,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 对外,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 农历,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 调整,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 举办,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 法定,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 依法,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 下设,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 合力,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 专业,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 行政部门,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 市场监管,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 出口,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 科普,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 提升,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 预检分诊,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 领域,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 环节,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 伴有,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 这份,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 省政府,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 领导批示,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 舆论,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 贯彻落实,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 动员,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 农贸市场,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 机理,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 告知,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 发言人,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 例行,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 各国,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 人际,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 背景,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 贡献,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 国外,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 局部,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 家庭,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 答记者问,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 宣传册,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 境内,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 224,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 217,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 常识,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 得知,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 位置,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 198,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 平行,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 交叉,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 之下,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 源头,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 凌晨,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 高峰期,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 禽畜,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 标准,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 最终,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 其他人,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 态势,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 严肃,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 积极开展,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 领导小组,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 136,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 世纪,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 军事科学院,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 中科院,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 测序,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 设立,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 研究院,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 队伍,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 全世界,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 人物,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 中国科学院,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 赶赴,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 样本,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 寒冷,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 冬天,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 对症,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 室内空气,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 场合,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 流行性,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 表面,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 免疫力,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 绝大多数,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 一系列,Freq: 3,TF: 0.0002244500972617088,IDF: 1.7054360465852505,TF × IDF: 0.0003827852865296836
Term: 港澳台,Freq: 4,TF: 0.0002992667963489451,IDF: 1.2661033527549879,TF × IDF: 0.0003789026942256435
Term: 表现,Freq: 4,TF: 0.0002992667963489451,IDF: 1.2283147918655881,TF × IDF: 0.0003675938326696358
Term: 生命,Freq: 4,TF: 0.0002992667963489451,IDF: 1.2283147918655881,TF × IDF: 0.0003675938326696358
Term: 景区,Freq: 3,TF: 0.0002244500972617088,IDF: 1.608526033577194,TF × IDF: 0.00036103382468439187
Term: 生物,Freq: 3,TF: 0.0002244500972617088,IDF: 1.608526033577194,TF × IDF: 0.00036103382468439187
Term: 供应,Freq: 3,TF: 0.0002244500972617088,IDF: 1.608526033577194,TF × IDF: 0.00036103382468439187
Term: 江苏省,Freq: 3,TF: 0.0002244500972617088,IDF: 1.608526033577194,TF × IDF: 0.00036103382468439187
Term: 第三,Freq: 3,TF: 0.0002244500972617088,IDF: 1.608526033577194,TF × IDF: 0.00036103382468439187
Term: 正确,Freq: 3,TF: 0.0002244500972617088,IDF: 1.608526033577194,TF × IDF: 0.00036103382468439187
Term: 角度,Freq: 3,TF: 0.0002244500972617088,IDF: 1.608526033577194,TF × IDF: 0.00036103382468439187
Term: 干净,Freq: 3,TF: 0.0002244500972617088,IDF: 1.608526033577194,TF × IDF: 0.00036103382468439187
Term: 现有,Freq: 3,TF: 0.0002244500972617088,IDF: 1.608526033577194,TF × IDF: 0.00036103382468439187
Term: 手段,Freq: 3,TF: 0.0002244500972617088,IDF: 1.608526033577194,TF × IDF: 0.00036103382468439187
Term: 危险,Freq: 3,TF: 0.0002244500972617088,IDF: 1.608526033577194,TF × IDF: 0.00036103382468439187
Term: 可防,Freq: 4,TF: 0.0002992667963489451,IDF: 1.1613680022349748,TF × IDF: 0.0003475588814110354
Term: 协同,Freq: 3,TF: 0.0002244500972617088,IDF: 1.5293447875295691,TF × IDF: 0.0003432615863076992
Term: 二代,Freq: 3,TF: 0.0002244500972617088,IDF: 1.5293447875295691,TF × IDF: 0.0003432615863076992
Term: 余家,Freq: 3,TF: 0.0002244500972617088,IDF: 1.5293447875295691,TF × IDF: 0.0003432615863076992
Term: 市委,Freq: 3,TF: 0.0002244500972617088,IDF: 1.5293447875295691,TF × IDF: 0.0003432615863076992
Term: 重视,Freq: 4,TF: 0.0002992667963489451,IDF: 1.1314047788575314,TF × IDF: 0.0003385918835425801
Term: 汽车站,Freq: 3,TF: 0.0002244500972617088,IDF: 1.462397997898956,TF × IDF: 0.00032823537286374895
Term: 起病,Freq: 3,TF: 0.0002244500972617088,IDF: 1.462397997898956,TF × IDF: 0.00032823537286374895
Term: 中心,Freq: 4,TF: 0.0002992667963489451,IDF: 1.077047116534939,TF × IDF: 0.0003223244400822801
Term: 交通,Freq: 4,TF: 0.0002992667963489451,IDF: 1.077047116534939,TF × IDF: 0.0003223244400822801
Term: 彭厚鹏,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 收治病人,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 床位,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 中国台北,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 两名,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 入场券,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 奥运会,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 开赛,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 马拉松,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 更改,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 改地,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 飞赴,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 联赛,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 赛事,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 航季,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 淡旺季,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 价差,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 至原,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 购票,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 票证,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 全额,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 乘客,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 291,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 270,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 吉林省,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 江西省,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 四个,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 副省长,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 要点,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 向世卫,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 下行,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 上调,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: IMF,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 推动,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 12308,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 服用,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 损伤,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 流传,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 吸烟,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 负荷,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 放假,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 白衣天使,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 避免出现,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 民办教育,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 学员,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 不任,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 爱彼迎,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 途家,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 跟进,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 退订,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 凯撒,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 领队,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 入住,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 东湖,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 生态旅游,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 风景区,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 目光,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 应淡定,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 裸奔,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 照开,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 慌乱,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 从容,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 小年,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 发源地,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 素材,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 外部,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 万人宴,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 重要性,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 紧迫性,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 并未,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 老客户,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 丈夫,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 进货,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 配送,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 早上,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 店铺,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 工资,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 额外,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 红包,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 签订,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 退还,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 补助,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 消委会,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 线路,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 生鲜,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 前要,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 旅行社,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 价格,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 艰难,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
Term: 实际上,Freq: 2,TF: 0.00014963339817447254,IDF: 2.0064660422492313,TF × IDF: 0.00030023433222343726
