Term: 加油,Count: 1394,TF: 0.02308635,IDF: 1.20474114,TF × IDF: 0.02781307
Term: 人权,Count: 36,TF: 0.00059620,IDF: 2.84489118,TF × IDF: 0.00169613
Term: 免疫,Count: 36,TF: 0.00059620,IDF: 2.71995244,TF × IDF: 0.00162164
Term: 措施,Count: 36,TF: 0.00059620,IDF: 2.62304243,TF × IDF: 0.00156386
Term: 好美,Count: 36,TF: 0.00059620,IDF: 2.28061975,TF × IDF: 0.00135971
Term: 负重,Count: 36,TF: 0.00059620,IDF: 2.71995244,TF × IDF: 0.00162164
Term: ─,Count: 36,TF: 0.00059620,IDF: 3.32201243,TF × IDF: 0.00198059
Term: 反正,Count: 35,TF: 0.00057964,IDF: 2.36776992,TF × IDF: 0.00137246
Term: 漂亮,Count: 35,TF: 0.00057964,IDF: 2.71995244,TF × IDF: 0.00157660
Term: 温柔,Count: 35,TF: 0.00057964,IDF: 2.47691439,TF × IDF: 0.00143572
Term: 京津冀,Count: 35,TF: 0.00057964,IDF: 2.71995244,TF × IDF: 0.00157660
Term: 家人,Count: 35,TF: 0.00057964,IDF: 2.62304243,TF × IDF: 0.00152042
Term: 生日快乐,Count: 35,TF: 0.00057964,IDF: 2.84489118,TF × IDF: 0.00164902
Term: 团结,Count: 35,TF: 0.00057964,IDF: 2.54386118,TF × IDF: 0.00147453
Term: 群体,Count: 35,TF: 0.00057964,IDF: 2.84489118,TF × IDF: 0.00164902
Term: 听到,Count: 35,TF: 0.00057964,IDF: 2.84489118,TF × IDF: 0.00164902
Term: 防护措施,Count: 35,TF: 0.00057964,IDF: 3.02098244,TF × IDF: 0.00175109
Term: 游戏,Count: 35,TF: 0.00057964,IDF: 3.32201243,TF × IDF: 0.00192558
Term: 凡人,Count: 35,TF: 0.00057964,IDF: 3.32201243,TF × IDF: 0.00192558
Term: 诈骗,Count: 34,TF: 0.00056308,IDF: 2.04325883,TF × IDF: 0.00115052
Term: 确实,Count: 34,TF: 0.00056308,IDF: 2.62304243,TF × IDF: 0.00147698
Term: 想起,Count: 34,TF: 0.00056308,IDF: 2.28061975,TF × IDF: 0.00128417
Term: 辽宁,Count: 34,TF: 0.00056308,IDF: 2.47691439,TF × IDF: 0.00139470
Term: 退出,Count: 34,TF: 0.00056308,IDF: 2.41892245,TF × IDF: 0.00136205
Term: 未来,Count: 34,TF: 0.00056308,IDF: 2.62304243,TF × IDF: 0.00147698
Term: 事件,Count: 34,TF: 0.00056308,IDF: 2.62304243,TF × IDF: 0.00147698
Term: 牛逼,Count: 34,TF: 0.00056308,IDF: 3.02098244,TF × IDF: 0.00170105
Term: 100,Count: 34,TF: 0.00056308,IDF: 2.32201243,TF × IDF: 0.00130748
Term: 空气,Count: 34,TF: 0.00056308,IDF: 2.62304243,TF × IDF: 0.00147698
Term: 眼泪,Count: 34,TF: 0.00056308,IDF: 2.84489118,TF × IDF: 0.00160190
Term: 羡慕,Count: 34,TF: 0.00056308,IDF: 2.71995244,TF × IDF: 0.00153155
Term: 护士,Count: 34,TF: 0.00056308,IDF: 2.84489118,TF × IDF: 0.00160190
Term: 艰难,Count: 34,TF: 0.00056308,IDF: 2.84489118,TF × IDF: 0.00160190
Term: 尊敬,Count: 34,TF: 0.00056308,IDF: 3.02098244,TF × IDF: 0.00170105
Term: 种族,Count: 34,TF: 0.00056308,IDF: 3.32201243,TF × IDF: 0.00187056
Term: 拼过,Count: 33,TF: 0.00054652,IDF: 2.71995244,TF × IDF: 0.00148650
Term: 网课,Count: 33,TF: 0.00054652,IDF: 2.14592117,TF × IDF: 0.00117278
Term: 家长,Count: 33,TF: 0.00054652,IDF: 2.47691439,TF × IDF: 0.00135368
Term: 一个个,Count: 33,TF: 0.00054652,IDF: 2.62304243,TF × IDF: 0.00143354
Term: 太好了,Count: 33,TF: 0.00054652,IDF: 2.71995244,TF × IDF: 0.00148650
Term: 花,Count: 33,TF: 0.00054652,IDF: 2.09156351,TF × IDF: 0.00114308
Term: 样子,Count: 33,TF: 0.00054652,IDF: 2.47691439,TF × IDF: 0.00135368
Term: 接受,Count: 33,TF: 0.00054652,IDF: 2.84489118,TF × IDF: 0.00155479
Term: 美,Count: 33,TF: 0.00054652,IDF: 1.10452849,TF × IDF: 0.00060364
Term: 停摆,Count: 33,TF: 0.00054652,IDF: 3.02098244,TF × IDF: 0.00165102
Term: 丝毫,Count: 33,TF: 0.00054652,IDF: 3.02098244,TF × IDF: 0.00165102
Term: 人命关天,Count: 33,TF: 0.00054652,IDF: 3.02098244,TF × IDF: 0.00165102
Term: 应收,Count: 33,TF: 0.00054652,IDF: 3.02098244,TF × IDF: 0.00165102
Term: 抗击,Count: 33,TF: 0.00054652,IDF: 3.32201243,TF × IDF: 0.00181554
Term: 烈士,Count: 33,TF: 0.00054652,IDF: 3.32201243,TF × IDF: 0.00181554
Term: 办法,Count: 32,TF: 0.00052995,IDF: 2.62304243,TF × IDF: 0.00139010
Term: 错,Count: 32,TF: 0.00052995,IDF: 2.14592117,TF × IDF: 0.00113725
Term: 企业,Count: 32,TF: 0.00052995,IDF: 2.62304243,TF × IDF: 0.00139010
Term: 管管,Count: 32,TF: 0.00052995,IDF: 2.54386118,TF × IDF: 0.00134814
Term: 隐瞒,Count: 32,TF: 0.00052995,IDF: 2.84489118,TF × IDF: 0.00150767
Term: 依然,Count: 32,TF: 0.00052995,IDF: 2.62304243,TF × IDF: 0.00139010
Term: 找到,Count: 32,TF: 0.00052995,IDF: 2.84489118,TF × IDF: 0.00150767
Term: 美丽,Count: 32,TF: 0.00052995,IDF: 2.62304243,TF × IDF: 0.00139010
Term: 传染,Count: 32,TF: 0.00052995,IDF: 2.36776992,TF × IDF: 0.00125482
Term: 东北,Count: 32,TF: 0.00052995,IDF: 2.84489118,TF × IDF: 0.00150767
Term: 民众,Count: 32,TF: 0.00052995,IDF: 2.84489118,TF × IDF: 0.00150767
Term: 天使,Count: 32,TF: 0.00052995,IDF: 2.41892245,TF × IDF: 0.00128193
Term: 天下,Count: 32,TF: 0.00052995,IDF: 2.62304243,TF × IDF: 0.00139010
Term: 好消息,Count: 32,TF: 0.00052995,IDF: 2.71995244,TF × IDF: 0.00144146
Term: 到来,Count: 32,TF: 0.00052995,IDF: 2.84489118,TF × IDF: 0.00150767
Term: 仅用,Count: 32,TF: 0.00052995,IDF: 3.02098244,TF × IDF: 0.00160099
Term: 温暖,Count: 32,TF: 0.00052995,IDF: 3.02098244,TF × IDF: 0.00160099
Term: 掉以轻心,Count: 32,TF: 0.00052995,IDF: 3.02098244,TF × IDF: 0.00160099
Term: 作业,Count: 32,TF: 0.00052995,IDF: 2.84489118,TF × IDF: 0.00150767
Term: 资金投入,Count: 32,TF: 0.00052995,IDF: 3.02098244,TF × IDF: 0.00160099
Term: 天文数字,Count: 32,TF: 0.00052995,IDF: 3.02098244,TF × IDF: 0.00160099
Term: 提钱,Count: 32,TF: 0.00052995,IDF: 3.02098244,TF × IDF: 0.00160099
Term: 尽收,Count: 32,TF: 0.00052995,IDF: 3.02098244,TF × IDF: 0.00160099
Term: 放眼世界,Count: 32,TF: 0.00052995,IDF: 3.02098244,TF × IDF: 0.00160099
Term: 独一无二,Count: 32,TF: 0.00052995,IDF: 3.02098244,TF × IDF: 0.00160099
Term: 读书,Count: 32,TF: 0.00052995,IDF: 3.32201243,TF × IDF: 0.00176053
Term: 复苏,Count: 32,TF: 0.00052995,IDF: 3.32201243,TF × IDF: 0.00176053
Term: 留在,Count: 32,TF: 0.00052995,IDF: 3.02098244,TF × IDF: 0.00160099
Term: 毕业,Count: 31,TF: 0.00051339,IDF: 2.14592117,TF × IDF: 0.00110171
Term: 节奏,Count: 31,TF: 0.00051339,IDF: 2.84489118,TF × IDF: 0.00146056
Term: 群聊,Count: 31,TF: 0.00051339,IDF: 2.41892245,TF × IDF: 0.00124187
Term: 哈哈,Count: 31,TF: 0.00051339,IDF: 2.02098244,TF × IDF: 0.00103756
Term: 国泰民安,Count: 31,TF: 0.00051339,IDF: 2.84489118,TF × IDF: 0.00146056
Term: 保证,Count: 31,TF: 0.00051339,IDF: 2.41892245,TF × IDF: 0.00124187
Term: 网络,Count: 31,TF: 0.00051339,IDF: 2.17588440,TF × IDF: 0.00111709
Term: 经历,Count: 31,TF: 0.00051339,IDF: 2.84489118,TF × IDF: 0.00146056
Term: 爸爸,Count: 31,TF: 0.00051339,IDF: 2.47691439,TF × IDF: 0.00127164
Term: 我要,Count: 31,TF: 0.00051339,IDF: 2.84489118,TF × IDF: 0.00146056
Term: 绝尘,Count: 31,TF: 0.00051339,IDF: 3.02098244,TF × IDF: 0.00155096
Term: 抓,Count: 31,TF: 0.00051339,IDF: 2.17588440,TF × IDF: 0.00111709
Term: 减少,Count: 31,TF: 0.00051339,IDF: 2.71995244,TF × IDF: 0.00139641
Term: 工资,Count: 31,TF: 0.00051339,IDF: 2.47691439,TF × IDF: 0.00127164
Term: 应治,Count: 31,TF: 0.00051339,IDF: 3.02098244,TF × IDF: 0.00155096
Term: 尽治,Count: 31,TF: 0.00051339,IDF: 3.02098244,TF × IDF: 0.00155096
Term: 插队,Count: 31,TF: 0.00051339,IDF: 3.32201243,TF × IDF: 0.00170551
Term: 也许,Count: 30,TF: 0.00049683,IDF: 2.84489118,TF × IDF: 0.00141344
Term: 金融,Count: 30,TF: 0.00049683,IDF: 2.54386118,TF × IDF: 0.00126388
Term: 通道,Count: 30,TF: 0.00049683,IDF: 3.02098244,TF × IDF: 0.00150093
Term: 善良,Count: 30,TF: 0.00049683,IDF: 2.47691439,TF × IDF: 0.00123062
Term: 没事,Count: 30,TF: 0.00049683,IDF: 2.84489118,TF × IDF: 0.00141344
Term: 透明,Count: 30,TF: 0.00049683,IDF: 2.84489118,TF × IDF: 0.00141344
Term: 活着,Count: 30,TF: 0.00049683,IDF: 2.47691439,TF × IDF: 0.00123062
Term: 不错,Count: 30,TF: 0.00049683,IDF: 2.62304243,TF × IDF: 0.00130322
Term: 穿,Count: 30,TF: 0.00049683,IDF: 2.47691439,TF × IDF: 0.00123062
Term: 导盲犬,Count: 30,TF: 0.00049683,IDF: 2.20806908,TF × IDF: 0.00109704
Term: 山河,Count: 30,TF: 0.00049683,IDF: 2.84489118,TF × IDF: 0.00141344
Term: 一南,Count: 30,TF: 0.00049683,IDF: 2.62304243,TF × IDF: 0.00130322
Term: 一北,Count: 30,TF: 0.00049683,IDF: 2.62304243,TF × IDF: 0.00130322
Term: 前线,Count: 30,TF: 0.00049683,IDF: 3.02098244,TF × IDF: 0.00150093
Term: 口岸,Count: 30,TF: 0.00049683,IDF: 2.84489118,TF × IDF: 0.00141344
Term: 天堂,Count: 30,TF: 0.00049683,IDF: 2.84489118,TF × IDF: 0.00141344
Term: 蹭,Count: 30,TF: 0.00049683,IDF: 2.71995244,TF × IDF: 0.00135137
Term: 复试,Count: 30,TF: 0.00049683,IDF: 3.02098244,TF × IDF: 0.00150093
Term: 症状,Count: 30,TF: 0.00049683,IDF: 1.97958975,TF × IDF: 0.00098353
Term: 毛主席,Count: 30,TF: 0.00049683,IDF: 2.17588440,TF × IDF: 0.00108105
Term: 华夏,Count: 30,TF: 0.00049683,IDF: 2.84489118,TF × IDF: 0.00141344
Term: 读,Count: 30,TF: 0.00049683,IDF: 2.71995244,TF × IDF: 0.00135137
Term: 🕯,Count: 30,TF: 0.00049683,IDF: 3.32201243,TF × IDF: 0.00165049
Term: 鸭,Count: 29,TF: 0.00048027,IDF: 2.20806908,TF × IDF: 0.00106048
Term: 上学,Count: 29,TF: 0.00048027,IDF: 2.41892245,TF × IDF: 0.00116174
Term: 平平安安,Count: 29,TF: 0.00048027,IDF: 2.54386118,TF × IDF: 0.00122175
Term: 上班,Count: 29,TF: 0.00048027,IDF: 2.41892245,TF × IDF: 0.00116174
Term: 总,Count: 29,TF: 0.00048027,IDF: 1.96028460,TF × IDF: 0.00094147
Term: 重启,Count: 29,TF: 0.00048027,IDF: 2.84489118,TF × IDF: 0.00136633
Term: 兄弟,Count: 29,TF: 0.00048027,IDF: 2.62304243,TF × IDF: 0.00125978
Term: 公司,Count: 29,TF: 0.00048027,IDF: 2.41892245,TF × IDF: 0.00116174
Term: 不能松懈,Count: 29,TF: 0.00048027,IDF: 3.02098244,TF × IDF: 0.00145090
Term: 导致,Count: 29,TF: 0.00048027,IDF: 2.71995244,TF × IDF: 0.00130632
Term: 同情,Count: 29,TF: 0.00048027,IDF: 2.71995244,TF × IDF: 0.00130632
Term: 社区,Count: 29,TF: 0.00048027,IDF: 2.84489118,TF × IDF: 0.00136633
Term: 一骑,Count: 29,TF: 0.00048027,IDF: 3.02098244,TF × IDF: 0.00145090
Term: 解除,Count: 29,TF: 0.00048027,IDF: 3.02098244,TF × IDF: 0.00145090
Term: 个头,Count: 29,TF: 0.00048027,IDF: 3.02098244,TF × IDF: 0.00145090
Term: 人死,Count: 29,TF: 0.00048027,IDF: 2.71995244,TF × IDF: 0.00130632
Term: 能力,Count: 29,TF: 0.00048027,IDF: 2.84489118,TF × IDF: 0.00136633
Term: 病人,Count: 29,TF: 0.00048027,IDF: 3.02098244,TF × IDF: 0.00145090
Term: 一家,Count: 29,TF: 0.00048027,IDF: 2.84489118,TF × IDF: 0.00136633
Term: 心疼,Count: 29,TF: 0.00048027,IDF: 3.32201243,TF × IDF: 0.00159548
Term: 医务人员,Count: 29,TF: 0.00048027,IDF: 3.32201243,TF × IDF: 0.00159548
Term: 细则,Count: 29,TF: 0.00048027,IDF: 3.32201243,TF × IDF: 0.00159548
Term: 自然,Count: 28,TF: 0.00046371,IDF: 2.11789245,TF × IDF: 0.00098209
Term: 人民日报,Count: 28,TF: 0.00046371,IDF: 2.32201243,TF × IDF: 0.00107675
Term: 三个,Count: 28,TF: 0.00046371,IDF: 2.41892245,TF × IDF: 0.00112168
Term: 美帝,Count: 28,TF: 0.00046371,IDF: 2.62304243,TF × IDF: 0.00121634
Term: 一生,Count: 28,TF: 0.00046371,IDF: 2.71995244,TF × IDF: 0.00126128
Term: 身体,Count: 28,TF: 0.00046371,IDF: 2.54386118,TF × IDF: 0.00117962
Term: 教育,Count: 28,TF: 0.00046371,IDF: 2.47691439,TF × IDF: 0.00114858
Term: 声音,Count: 28,TF: 0.00046371,IDF: 2.71995244,TF × IDF: 0.00126128
Term: 尊重,Count: 28,TF: 0.00046371,IDF: 2.62304243,TF × IDF: 0.00121634
Term: 逝去,Count: 28,TF: 0.00046371,IDF: 2.84489118,TF × IDF: 0.00131921
Term: 毕业生,Count: 28,TF: 0.00046371,IDF: 2.47691439,TF × IDF: 0.00114858
Term: 机会,Count: 28,TF: 0.00046371,IDF: 3.02098244,TF × IDF: 0.00140087
Term: 活动,Count: 28,TF: 0.00046371,IDF: 2.71995244,TF × IDF: 0.00126128
Term: 字,Count: 28,TF: 0.00046371,IDF: 1.99979314,TF × IDF: 0.00092733
Term: 消防,Count: 28,TF: 0.00046371,IDF: 2.06673993,TF × IDF: 0.00095837
Term: 关联,Count: 28,TF: 0.00046371,IDF: 2.62304243,TF × IDF: 0.00121634
Term: 幸灾乐祸,Count: 28,TF: 0.00046371,IDF: 3.02098244,TF × IDF: 0.00140087
Term: 封闭,Count: 28,TF: 0.00046371,IDF: 2.62304243,TF × IDF: 0.00121634
Term: 拥抱,Count: 28,TF: 0.00046371,IDF: 2.84489118,TF × IDF: 0.00131921
Term: 分,Count: 28,TF: 0.00046371,IDF: 1.89064867,TF × IDF: 0.00087672
Term: 云,Count: 28,TF: 0.00046371,IDF: 2.14592117,TF × IDF: 0.00099509
Term: 航母,Count: 28,TF: 0.00046371,IDF: 3.02098244,TF × IDF: 0.00140087
Term: 忘,Count: 28,TF: 0.00046371,IDF: 2.24283119,TF × IDF: 0.00104003
Term: 警方,Count: 28,TF: 0.00046371,IDF: 3.02098244,TF × IDF: 0.00140087
Term: 力量,Count: 28,TF: 0.00046371,IDF: 3.32201243,TF × IDF: 0.00154046
Term: 管控,Count: 28,TF: 0.00046371,IDF: 3.32201243,TF × IDF: 0.00154046
Term: 自愿,Count: 27,TF: 0.00044715,IDF: 2.20806908,TF × IDF: 0.00098734
Term: 甩,Count: 27,TF: 0.00044715,IDF: 2.02098244,TF × IDF: 0.00090368
Term: 还会,Count: 27,TF: 0.00044715,IDF: 2.71995244,TF × IDF: 0.00121623
Term: 想要,Count: 27,TF: 0.00044715,IDF: 2.41892245,TF × IDF: 0.00108162
Term: 气,Count: 27,TF: 0.00044715,IDF: 1.89064867,TF × IDF: 0.00084540
Term: 低头,Count: 27,TF: 0.00044715,IDF: 2.71995244,TF × IDF: 0.00121623
Term: 前排,Count: 27,TF: 0.00044715,IDF: 2.71995244,TF × IDF: 0.00121623
Term: 死亡率,Count: 27,TF: 0.00044715,IDF: 2.84489118,TF × IDF: 0.00127210
Term: 大国,Count: 27,TF: 0.00044715,IDF: 2.62304243,TF × IDF: 0.00117290
Term: 封,Count: 27,TF: 0.00044715,IDF: 2.14592117,TF × IDF: 0.00095955
Term: 选择,Count: 27,TF: 0.00044715,IDF: 2.36776992,TF × IDF: 0.00105875
Term: 回去,Count: 27,TF: 0.00044715,IDF: 2.62304243,TF × IDF: 0.00117290
Term: 依旧,Count: 27,TF: 0.00044715,IDF: 2.84489118,TF × IDF: 0.00127210
Term: 飞机,Count: 27,TF: 0.00044715,IDF: 3.32201243,TF × IDF: 0.00148544
Term: 假新闻,Count: 27,TF: 0.00044715,IDF: 3.32201243,TF × IDF: 0.00148544
Term: 高三,Count: 27,TF: 0.00044715,IDF: 3.02098244,TF × IDF: 0.00135084
Term: 奉献,Count: 27,TF: 0.00044715,IDF: 3.02098244,TF × IDF: 0.00135084
Term: 中国政府,Count: 27,TF: 0.00044715,IDF: 3.32201243,TF × IDF: 0.00148544
Term: 变,Count: 26,TF: 0.00043059,IDF: 2.14592117,TF × IDF: 0.00092401
Term: 配合,Count: 26,TF: 0.00043059,IDF: 2.71995244,TF × IDF: 0.00117118
Term: 不愧,Count: 26,TF: 0.00043059,IDF: 3.02098244,TF × IDF: 0.00130081
Term: 请求,Count: 26,TF: 0.00043059,IDF: 2.54386118,TF × IDF: 0.00109536
Term: 网友,Count: 26,TF: 0.00043059,IDF: 2.84489118,TF × IDF: 0.00122498
Term: 行,Count: 26,TF: 0.00043059,IDF: 1.50246850,TF × IDF: 0.00064695
Term: 一群,Count: 26,TF: 0.00043059,IDF: 2.84489118,TF × IDF: 0.00122498
Term: 越,Count: 26,TF: 0.00043059,IDF: 1.76570993,TF × IDF: 0.00076030
Term: 夏天,Count: 26,TF: 0.00043059,IDF: 2.71995244,TF × IDF: 0.00117118
Term: 很棒,Count: 26,TF: 0.00043059,IDF: 3.02098244,TF × IDF: 0.00130081
Term: 环境,Count: 26,TF: 0.00043059,IDF: 2.62304243,TF × IDF: 0.00112946
Term: 信,Count: 26,TF: 0.00043059,IDF: 1.59773656,TF × IDF: 0.00068797
Term: 少年,Count: 26,TF: 0.00043059,IDF: 2.28061975,TF × IDF: 0.00098201
Term: 能量,Count: 26,TF: 0.00043059,IDF: 2.54386118,TF × IDF: 0.00109536
Term: 全是,Count: 26,TF: 0.00043059,IDF: 2.54386118,TF × IDF: 0.00109536
Term: 放弃,Count: 26,TF: 0.00043059,IDF: 2.84489118,TF × IDF: 0.00122498
Term: 院士,Count: 26,TF: 0.00043059,IDF: 3.02098244,TF × IDF: 0.00130081
Term: ✨,Count: 26,TF: 0.00043059,IDF: 3.02098244,TF × IDF: 0.00130081
Term: ง,Count: 26,TF: 0.00043059,IDF: 3.02098244,TF × IDF: 0.00130081
Term: 军人,Count: 26,TF: 0.00043059,IDF: 3.32201243,TF × IDF: 0.00143043
Term: 外国,Count: 26,TF: 0.00043059,IDF: 3.02098244,TF × IDF: 0.00130081
Term: 部门,Count: 25,TF: 0.00041403,IDF: 2.17588440,TF × IDF: 0.00090088
Term: 考试,Count: 25,TF: 0.00041403,IDF: 2.62304243,TF × IDF: 0.00108602
Term: 没完没了,Count: 25,TF: 0.00041403,IDF: 2.54386118,TF × IDF: 0.00105323
Term: 眼睛,Count: 25,TF: 0.00041403,IDF: 2.54386118,TF × IDF: 0.00105323
Term: 法律,Count: 25,TF: 0.00041403,IDF: 2.47691439,TF × IDF: 0.00102551
Term: 体系,Count: 25,TF: 0.00041403,IDF: 2.84489118,TF × IDF: 0.00117787
Term: 歧视,Count: 25,TF: 0.00041403,IDF: 2.84489118,TF × IDF: 0.00117787
Term: 聚集,Count: 25,TF: 0.00041403,IDF: 3.02098244,TF × IDF: 0.00125077
Term: 流感,Count: 25,TF: 0.00041403,IDF: 2.62304243,TF × IDF: 0.00108602
Term: 贡献,Count: 25,TF: 0.00041403,IDF: 2.62304243,TF × IDF: 0.00108602
Term: 理解,Count: 25,TF: 0.00041403,IDF: 2.84489118,TF × IDF: 0.00117787
Term: 开心,Count: 25,TF: 0.00041403,IDF: 2.47691439,TF × IDF: 0.00102551
Term: 坚强,Count: 25,TF: 0.00041403,IDF: 2.84489118,TF × IDF: 0.00117787
Term: 太不容易,Count: 25,TF: 0.00041403,IDF: 2.62304243,TF × IDF: 0.00108602
Term: 停留,Count: 25,TF: 0.00041403,IDF: 3.02098244,TF × IDF: 0.00125077
Term: 关闭,Count: 25,TF: 0.00041403,IDF: 3.02098244,TF × IDF: 0.00125077
Term: 承受,Count: 25,TF: 0.00041403,IDF: 3.32201243,TF × IDF: 0.00137541
Term: 接触,Count: 25,TF: 0.00041403,IDF: 3.32201243,TF × IDF: 0.00137541
Term: 守住,Count: 25,TF: 0.00041403,IDF: 3.32201243,TF × IDF: 0.00137541
Term: 印度,Count: 25,TF: 0.00041403,IDF: 3.32201243,TF × IDF: 0.00137541
Term: 宝宝,Count: 25,TF: 0.00041403,IDF: 3.32201243,TF × IDF: 0.00137541
Term: 英烈,Count: 25,TF: 0.00041403,IDF: 3.32201243,TF × IDF: 0.00137541
Term: 整天,Count: 24,TF: 0.00039746,IDF: 2.54386118,TF × IDF: 0.00101110
Term: 万岁,Count: 24,TF: 0.00039746,IDF: 2.47691439,TF × IDF: 0.00098449
Term: 亚洲,Count: 24,TF: 0.00039746,IDF: 2.62304243,TF × IDF: 0.00104257
Term: 连任,Count: 24,TF: 0.00039746,IDF: 2.62304243,TF × IDF: 0.00104257
Term: 倒,Count: 24,TF: 0.00039746,IDF: 2.28061975,TF × IDF: 0.00090647
Term: 无辜,Count: 24,TF: 0.00039746,IDF: 2.71995244,TF × IDF: 0.00108109
Term: 多人,Count: 24,TF: 0.00039746,IDF: 2.36776992,TF × IDF: 0.00094111
Term: 组织,Count: 24,TF: 0.00039746,IDF: 2.71995244,TF × IDF: 0.00108109
Term: 手,Count: 24,TF: 0.00039746,IDF: 1.81686246,TF × IDF: 0.00072214
Term: 故宫,Count: 24,TF: 0.00039746,IDF: 2.84489118,TF × IDF: 0.00113075
Term: 只会,Count: 24,TF: 0.00039746,IDF: 3.02098244,TF × IDF: 0.00120074
Term: 想到,Count: 24,TF: 0.00039746,IDF: 2.62304243,TF × IDF: 0.00104257
Term: ....,Count: 24,TF: 0.00039746,IDF: 2.41892245,TF × IDF: 0.00096144
Term: 离开,Count: 24,TF: 0.00039746,IDF: 2.71995244,TF × IDF: 0.00108109
Term: 生病,Count: 24,TF: 0.00039746,IDF: 2.84489118,TF × IDF: 0.00113075
Term: 没想到,Count: 24,TF: 0.00039746,IDF: 3.02098244,TF × IDF: 0.00120074
Term: 严控,Count: 24,TF: 0.00039746,IDF: 2.62304243,TF × IDF: 0.00104257
Term: 脱贫,Count: 24,TF: 0.00039746,IDF: 2.71995244,TF × IDF: 0.00108109
Term: 带货,Count: 24,TF: 0.00039746,IDF: 2.84489118,TF × IDF: 0.00113075
Term: 估计,Count: 24,TF: 0.00039746,IDF: 3.02098244,TF × IDF: 0.00120074
Term: 国门,Count: 24,TF: 0.00039746,IDF: 3.32201243,TF × IDF: 0.00132039
Term: 自我,Count: 24,TF: 0.00039746,IDF: 3.32201243,TF × IDF: 0.00132039
Term: 可怜,Count: 24,TF: 0.00039746,IDF: 3.02098244,TF × IDF: 0.00120074
Term: 边境,Count: 24,TF: 0.00039746,IDF: 3.32201243,TF × IDF: 0.00132039
Term: 挺身而出,Count: 24,TF: 0.00039746,IDF: 3.32201243,TF × IDF: 0.00132039
Term: 粮食,Count: 24,TF: 0.00039746,IDF: 3.32201243,TF × IDF: 0.00132039
Term: 讲,Count: 24,TF: 0.00039746,IDF: 2.54386118,TF × IDF: 0.00101110
Term: 奋发,Count: 24,TF: 0.00039746,IDF: 3.32201243,TF × IDF: 0.00132039
Term: 夜道,Count: 24,TF: 0.00039746,IDF: 3.32201243,TF × IDF: 0.00132039
Term: 照个,Count: 24,TF: 0.00039746,IDF: 3.32201243,TF × IDF: 0.00132039
Term: 亮儿,Count: 24,TF: 0.00039746,IDF: 3.32201243,TF × IDF: 0.00132039
Term: 忙,Count: 23,TF: 0.00038090,IDF: 2.32201243,TF × IDF: 0.00088447
Term: 居家隔离,Count: 23,TF: 0.00038090,IDF: 3.02098244,TF × IDF: 0.00115071
Term: 救救,Count: 23,TF: 0.00038090,IDF: 2.20806908,TF × IDF: 0.00084107
Term: 旅游,Count: 23,TF: 0.00038090,IDF: 2.84489118,TF × IDF: 0.00108364
Term: 重点,Count: 23,TF: 0.00038090,IDF: 2.54386118,TF × IDF: 0.00096897
Term: 最终,Count: 23,TF: 0.00038090,IDF: 3.02098244,TF × IDF: 0.00115071
Term: 坚守,Count: 23,TF: 0.00038090,IDF: 2.62304243,TF × IDF: 0.00099913
Term: 痛苦,Count: 23,TF: 0.00038090,IDF: 2.71995244,TF × IDF: 0.00103605
Term: 真心,Count: 23,TF: 0.00038090,IDF: 3.02098244,TF × IDF: 0.00115071
Term: 躺,Count: 23,TF: 0.00038090,IDF: 3.02098244,TF × IDF: 0.00115071
Term: 不住,Count: 23,TF: 0.00038090,IDF: 2.36776992,TF × IDF: 0.00090190
Term: 安,Count: 23,TF: 0.00038090,IDF: 1.34428883,TF × IDF: 0.00051205
Term: 警察,Count: 23,TF: 0.00038090,IDF: 2.71995244,TF × IDF: 0.00103605
Term: 提高,Count: 23,TF: 0.00038090,IDF: 2.71995244,TF × IDF: 0.00103605
Term: 派,Count: 23,TF: 0.00038090,IDF: 2.71995244,TF × IDF: 0.00103605
Term: 随便,Count: 23,TF: 0.00038090,IDF: 2.84489118,TF × IDF: 0.00108364
Term: 重症,Count: 23,TF: 0.00038090,IDF: 2.71995244,TF × IDF: 0.00103605
Term: 同学,Count: 23,TF: 0.00038090,IDF: 2.41892245,TF × IDF: 0.00092138
Term: 期待已久,Count: 23,TF: 0.00038090,IDF: 3.02098244,TF × IDF: 0.00115071
Term: 好吃,Count: 23,TF: 0.00038090,IDF: 3.02098244,TF × IDF: 0.00115071
Term: 天问,Count: 23,TF: 0.00038090,IDF: 2.11789245,TF × IDF: 0.00080672
Term: 西安,Count: 23,TF: 0.00038090,IDF: 3.32201243,TF × IDF: 0.00126538
Term: 太大,Count: 23,TF: 0.00038090,IDF: 3.02098244,TF × IDF: 0.00115071
Term: 子弟兵,Count: 23,TF: 0.00038090,IDF: 3.32201243,TF × IDF: 0.00126538
Term: 享受,Count: 23,TF: 0.00038090,IDF: 3.32201243,TF × IDF: 0.00126538
Term: 500,Count: 23,TF: 0.00038090,IDF: 3.02098244,TF × IDF: 0.00115071
Term: 蜡烛,Count: 23,TF: 0.00038090,IDF: 3.32201243,TF × IDF: 0.00126538
Term: 大部分,Count: 22,TF: 0.00036434,IDF: 2.47691439,TF × IDF: 0.00090245
Term: 棒,Count: 22,TF: 0.00036434,IDF: 2.04325883,TF × IDF: 0.00074445
Term: 女儿,Count: 22,TF: 0.00036434,IDF: 2.17588440,TF × IDF: 0.00079277
